"tick","Dead","InfectedvA","InfectedvB","Quarantined","Recovered","Susceptible","Vaccinated"
1.0,0,5,5,0,0,1000,100
2.0,0,5,4,0,1,1000,100
3.0,0,5,4,0,1,1000,100
4.0,0,5,3,0,2,1000,100
5.0,0,5,3,0,2,1000,100
6.0,0,5,3,0,2,1000,100
7.0,0,5,3,0,2,1000,100
8.0,0,5,3,0,2,1000,100
9.0,0,5,3,0,2,1000,100
10.0,0,5,3,0,2,1000,100
11.0,0,5,3,0,2,1000,100
12.0,0,5,3,0,2,1000,100
13.0,0,5,3,0,2,1000,100
14.0,0,0,3,0,7,1000,100
15.0,0,0,3,0,7,1000,100
16.0,0,0,3,0,7,1000,100
17.0,0,0,3,0,7,1000,100
18.0,0,0,3,0,7,1000,100
19.0,0,0,3,0,7,1000,100
20.0,0,0,3,0,7,1000,100
21.0,0,0,0,0,10,1000,100
22.0,0,0,0,0,10,1000,100
23.0,0,0,0,0,10,1000,100
24.0,0,0,0,0,10,1000,100
25.0,0,0,0,0,10,1000,100
26.0,0,0,0,0,10,1000,100
27.0,0,0,0,0,10,1000,100
28.0,0,0,0,0,10,1000,100
29.0,0,0,0,0,10,1000,100
30.0,0,0,0,0,10,1000,100
31.0,0,0,0,0,10,1000,100
32.0,0,0,0,0,10,1000,100
33.0,0,0,0,0,10,1000,100
34.0,0,0,0,0,10,1000,100
35.0,0,0,0,0,10,1000,100
36.0,0,0,0,0,10,1000,100
37.0,0,0,0,0,10,1000,100
38.0,0,0,0,0,10,1000,100
39.0,0,0,0,0,10,1000,100
40.0,0,0,0,0,10,1000,100
41.0,0,0,0,0,10,1000,100
42.0,0,0,0,0,10,1000,100
43.0,0,0,0,0,10,1000,100
44.0,0,0,0,0,10,1000,100
45.0,0,0,0,0,10,1000,100
46.0,0,0,0,0,10,1000,100
47.0,0,0,0,0,10,1000,100
48.0,0,0,0,0,10,1000,100
49.0,0,0,0,0,10,1000,100
50.0,0,0,0,0,10,1000,100
51.0,0,0,0,0,10,1000,100
52.0,0,0,0,0,10,1000,100
53.0,0,0,0,0,10,1000,100
54.0,0,0,0,0,10,1000,100
55.0,0,0,0,0,10,1000,100
56.0,0,0,0,0,10,1000,100
57.0,0,0,0,0,10,1000,100
58.0,0,0,0,0,10,1000,100
59.0,0,0,0,0,10,1000,100
60.0,0,0,0,0,10,1000,100
61.0,0,0,0,0,10,1000,100
62.0,0,0,0,0,10,1000,100
63.0,0,0,0,0,10,1000,100
64.0,0,0,0,0,10,1000,100
65.0,0,0,0,0,10,1000,100
66.0,0,0,0,0,10,1000,100
67.0,0,0,0,0,10,1000,100
68.0,0,0,0,0,10,1000,100
69.0,0,0,0,0,10,1000,100
70.0,0,0,0,0,10,1000,100
71.0,0,0,0,0,10,1000,100
72.0,0,0,0,0,10,1000,100
73.0,0,0,0,0,10,1000,100
74.0,0,0,0,0,10,1000,100
75.0,0,0,0,0,10,1000,100
76.0,0,0,0,0,10,1000,100
77.0,0,0,0,0,10,1000,100
78.0,0,0,0,0,10,1000,100
79.0,0,0,0,0,10,1000,100
80.0,0,0,0,0,10,1000,100
81.0,0,0,0,0,10,1000,100
82.0,0,0,0,0,10,1000,100
83.0,0,0,0,0,10,1000,100
84.0,0,0,0,0,10,1000,100
85.0,0,0,0,0,10,1000,100
86.0,0,0,0,0,10,1000,100
87.0,0,0,0,0,10,1000,100
88.0,0,0,0,0,10,1000,100
89.0,0,0,0,0,10,1000,100
90.0,0,0,0,0,10,1000,100
91.0,0,0,0,0,10,1000,100
92.0,0,0,0,0,10,1000,100
93.0,0,0,0,0,10,1000,100
94.0,0,0,0,0,10,1000,100
95.0,0,0,0,0,10,1000,100
96.0,0,0,0,0,10,1000,100
97.0,0,0,0,0,10,1000,100
98.0,0,0,0,0,10,1000,100
99.0,0,0,0,0,10,1000,100
100.0,0,0,0,0,10,1000,100
101.0,0,0,0,0,10,1000,100
102.0,0,0,0,0,10,1000,100
103.0,0,0,0,0,10,1000,100
104.0,0,0,0,0,10,1000,100
105.0,0,0,0,0,10,1000,100
106.0,0,0,0,0,10,1000,100
